step,phase,delta_oracle,delta_GLR-UCB,delta_D-UCB,delta_SW-UCB,switch_oracle,switch_GLR-UCB,switch_D-UCB,switch_SW-UCB
1288,4,93164.7,47069.2,103322.9,317879.0,0,0,0,0
1289,4,93164.7,47069.2,103359.7,318263.7,0,0,0,0
1290,4,93164.7,47069.2,103390.0,318655.7,0,0,0,0
1291,4,93164.7,47069.2,103419.6,319037.1,0,0,0,0
1292,4,93164.7,47069.2,103455.5,319429.4,0,0,0,0
1293,4,93164.7,47069.2,103485.2,319814.5,0,0,0,0
1294,4,93164.7,47069.2,103522.4,320199.9,0,0,0,0
1295,4,93164.7,47069.2,103556.8,320586.8,0,0,0,0
1296,4,93164.7,47069.2,103592.3,320968.7,0,0,0,0
1297,4,93164.7,47069.2,103622.0,338493.8,0,0,0,1
1298,4,93164.7,47069.2,103655.0,338526.8,0,0,0,0
1299,4,93164.7,47069.2,103688.7,338560.6,0,0,0,0
1300,4,93164.7,47069.2,103720.9,338592.8,0,0,0,0
1301,4,93164.7,47069.2,103750.2,338622.0,0,0,0,0
1302,4,93164.7,47069.2,103786.3,338658.2,0,0,0,0
1303,4,93164.7,47069.2,103823.6,338695.4,0,0,0,0
1304,4,93164.7,47069.2,103852.7,338724.5,0,0,0,0
1305,4,93164.7,47069.2,103888.3,338760.2,0,0,0,0
1306,4,93164.7,47069.2,103923.9,338795.8,0,0,0,0
1307,4,93164.7,47069.2,103957.2,338829.1,0,0,0,0
1308,4,93164.7,47069.2,103991.5,338863.3,0,0,0,0
1309,4,93164.7,47069.2,104020.0,338891.8,0,0,0,0
1310,4,93164.7,47069.2,104054.4,338926.3,0,0,0,0
1311,4,93164.7,47069.2,104091.7,338963.6,0,0,0,0
1312,4,93164.7,47069.2,104125.2,338997.1,0,0,0,0
1313,4,93164.7,47069.2,104162.0,339033.8,0,0,0,0
1314,4,93164.7,47069.2,104199.4,339071.3,0,0,0,0
1315,4,93164.7,47069.2,104234.8,339106.6,0,0,0,0
1316,4,93164.7,47069.2,104272.3,339144.2,0,0,0,0
1317,4,93164.7,47069.2,104307.4,339179.3,0,0,0,0
1318,4,93164.7,47069.2,104344.9,339216.8,0,0,0,0
1319,4,93164.7,47069.2,104378.1,339249.9,0,0,0,0
1320,4,93164.7,47069.2,104408.4,339280.2,0,0,0,0
1321,4,93164.7,47069.2,104440.4,339312.2,0,0,0,0
1322,4,93164.7,47069.2,104478.2,339350.1,0,0,0,0
1323,4,93164.7,47069.2,104513.9,339385.8,0,0,0,0
1324,4,93164.7,47069.2,104544.1,339415.9,0,0,0,0
1325,4,93164.7,47069.2,104573.4,339445.3,0,0,0,0
1326,4,93164.7,47069.2,104609.9,339481.7,0,0,0,0
1327,4,93164.7,47069.2,104646.6,339518.5,0,0,0,0
1328,4,93164.7,47069.2,104680.0,339551.9,0,0,0,0
1329,4,93164.7,47069.2,104712.8,339584.6,0,0,0,0
1330,4,93164.7,47069.2,104743.4,339615.3,0,0,0,0
1331,4,93164.7,47069.2,104770.9,339642.8,0,0,0,0
1332,4,93164.7,47069.2,104807.5,339679.3,0,0,0,0
1333,4,93164.7,47069.2,104840.2,339712.0,0,0,0,0
1334,4,93164.7,47069.2,104875.7,339747.6,0,0,0,0
1335,4,93164.7,47069.2,104912.7,339784.5,0,0,0,0
1336,4,93164.7,47069.2,104949.3,339821.1,0,0,0,0
1337,4,93164.7,47069.2,104988.3,339860.2,0,0,0,0
1338,4,93164.7,47069.2,105021.2,339893.1,0,0,0,0
1339,4,93164.7,47069.2,105057.7,339929.5,0,0,0,0
1340,4,93164.7,47069.2,105091.6,339963.4,0,0,0,0
1341,4,93164.7,47069.2,105127.0,339998.9,0,0,0,0
1342,4,93164.7,47069.2,105161.3,340033.2,0,0,0,0
1343,4,93164.7,47069.2,105198.4,340070.2,0,0,0,0
1344,4,93164.7,47069.2,105235.5,340107.3,0,0,0,0
1345,4,93164.7,47069.2,105272.4,340144.3,0,0,0,0
1346,4,93164.7,47069.2,105302.5,340174.3,0,0,0,0
1347,4,93164.7,47069.2,105338.9,340210.8,0,0,0,0
1348,4,93164.7,47069.2,105366.6,340238.5,0,0,0,0
1349,4,93164.7,47069.2,105402.9,340274.8,0,0,0,0
1350,4,93164.7,47069.2,105434.1,340306.0,0,0,0,0
1351,4,93164.7,47069.2,105469.4,340341.3,0,0,0,0
1352,4,93164.7,47069.2,105506.8,340378.6,0,0,0,0
1353,4,93164.7,47069.2,105544.5,340416.3,0,0,0,0
1354,4,93164.7,47069.2,105578.4,340450.3,0,0,0,0
1355,4,93164.7,47069.2,105612.5,340484.4,0,0,0,0
1356,4,93164.7,47069.2,105652.2,340524.1,0,0,0,0
1357,4,93164.7,47069.2,105690.1,340562.0,0,0,0,0
1358,4,93164.7,47069.2,105720.6,340592.5,0,0,0,0
1359,4,93164.7,47069.2,105750.6,340622.5,0,0,0,0
1360,4,93164.7,47069.2,105776.5,340648.3,0,0,0,0
1361,4,93164.7,47069.2,105806.7,340678.6,0,0,0,0
1362,4,93164.7,47069.2,105845.4,340717.3,0,0,0,0
1363,4,93164.7,47069.2,105879.3,340751.1,0,0,0,0
1364,4,93164.7,47069.2,105908.4,340780.2,0,0,0,0
1365,4,93164.7,47069.2,105937.8,340809.7,0,0,0,0
1366,4,93164.7,47069.2,105974.1,340846.0,0,0,0,0
1367,4,93164.7,47069.2,106009.4,340881.3,0,0,0,0
1368,4,93164.7,47069.2,106041.7,340913.6,0,0,0,0
1369,4,93164.7,47069.2,106078.7,340950.5,0,0,0,0
1370,4,93164.7,47069.2,106111.0,340982.8,0,0,0,0
1371,4,93164.7,47069.2,106144.2,341016.0,0,0,0,0
1372,4,93164.7,47069.2,106176.9,341048.7,0,0,0,0
1373,4,93164.7,47069.2,106212.2,341084.0,0,0,0,0
1374,4,93164.7,47069.2,106249.1,341121.0,0,0,0,0
1375,4,93164.7,47069.2,106279.4,341151.2,0,0,0,0
1376,4,93164.7,47069.2,106312.4,341184.3,0,0,0,0
1377,4,93164.7,47069.2,106345.1,341216.9,0,0,0,0
1378,4,93164.7,47069.2,106381.1,341253.0,0,0,0,0
1379,4,93164.7,47069.2,106419.7,341291.5,0,0,0,0
1380,4,93164.7,47069.2,106443.1,341315.0,0,0,0,0
1381,4,93164.7,47069.2,106475.4,341347.2,0,0,0,0
1382,4,93164.7,47069.2,106507.2,341379.1,0,0,0,0
1383,4,93164.7,47069.2,106539.7,341411.6,0,0,0,0
1384,4,93164.7,47069.2,106563.7,341435.6,0,0,0,0
1385,4,93164.7,47069.2,106595.0,341466.8,0,0,0,0
1386,4,93164.7,47069.2,106631.2,341503.0,0,0,0,0
1387,4,93164.7,47069.2,106666.1,341537.9,0,0,0,0
1388,4,93164.7,47069.2,106699.0,341570.9,0,0,0,0
1389,4,93164.7,47069.2,106727.8,341599.6,0,0,0,0
1390,4,93164.7,47069.2,106763.3,341635.2,0,0,0,0
1391,4,93164.7,47069.2,106796.5,341668.4,0,0,0,0
1392,4,93164.7,47069.2,106833.3,341705.1,0,0,0,0
1393,4,93164.7,47069.2,106868.5,341740.3,0,0,0,0
1394,4,93164.7,47069.2,106902.7,341774.6,0,0,0,0
1395,4,93164.7,47069.2,106941.7,341813.5,0,0,0,0
1396,4,93164.7,47069.2,106979.5,341851.3,0,0,0,0
1397,4,93164.7,47069.2,107005.8,341877.6,0,0,0,0
1398,4,93164.7,47069.2,107043.6,341915.5,0,0,0,0
1399,4,93164.7,47069.2,107078.5,341950.4,0,0,0,0
1400,4,93164.7,47069.2,107108.9,341980.8,0,0,0,0
1401,4,93164.7,47069.2,107145.0,342016.8,0,0,0,0
1402,4,93164.7,47069.2,107181.5,342053.4,0,0,0,0
1403,4,93164.7,47069.2,107214.4,342086.2,0,0,0,0
1404,4,93164.7,47069.2,107247.6,342119.5,0,0,0,0
1405,4,93164.7,47069.2,107283.4,342155.3,0,0,0,0
1406,4,93164.7,47069.2,107320.2,342192.1,0,0,0,0
1407,4,93164.7,47069.2,107349.3,342221.2,0,0,0,0
1408,4,93164.7,47069.2,107385.8,342257.7,0,0,0,0
1409,4,93164.7,47069.2,107422.4,342294.3,0,0,0,0
1410,4,93164.7,47069.2,107457.0,342328.9,0,0,0,0
1411,4,93164.7,47069.2,107493.3,342365.1,0,0,0,0
1412,4,93164.7,47069.2,107520.0,342391.8,0,0,0,0
1413,4,93164.7,47069.2,107558.1,342429.9,0,0,0,0
1414,4,93164.7,47069.2,107595.6,342467.4,0,0,0,0
1415,4,93164.7,47069.2,107632.4,342504.3,0,0,0,0
1416,4,93164.7,47069.2,107669.7,342541.5,0,0,0,0
1417,4,93164.7,47069.2,107707.1,342578.9,0,0,0,0
1418,4,93164.7,47069.2,107735.2,342607.1,0,0,0,0
1419,4,93164.7,47069.2,107764.6,342636.4,0,0,0,0
1420,4,93164.7,47069.2,107799.0,342670.9,0,0,0,0
1421,4,93164.7,47069.2,107831.1,342703.0,0,0,0,0
1422,4,93164.7,47069.2,107868.0,342739.8,0,0,0,0
1423,4,93164.7,47069.2,107897.2,342769.1,0,0,0,0
1424,4,93164.7,47069.2,107930.6,342802.4,0,0,0,0
1425,4,93164.7,47069.2,107962.7,342834.6,0,0,0,0
1426,4,93164.7,47069.2,107993.3,342865.1,0,0,0,0
1427,4,93164.7,47069.2,108020.3,342892.2,0,0,0,0
1428,4,93164.7,47069.2,108053.2,342925.1,0,0,0,0
1429,4,93164.7,47069.2,108090.4,342962.3,0,0,0,0
1430,4,93164.7,47069.2,108121.6,342993.4,0,0,0,0
1431,4,93164.7,47069.2,108149.3,343021.2,0,0,0,0
1432,4,93164.7,47069.2,108185.9,343057.7,0,0,0,0
1433,4,93164.7,47069.2,108221.3,343093.2,0,0,0,0
1434,4,93164.7,47069.2,108253.8,343125.7,0,0,0,0
1435,4,93164.7,47069.2,108286.1,343158.0,0,0,0,0
1436,4,93164.7,47069.2,108315.4,343187.2,0,0,0,0
1437,4,93164.7,47069.2,108347.7,343219.6,0,0,0,0
1438,4,93164.7,47069.2,108378.4,343250.3,0,0,0,0
1439,4,93164.7,47069.2,108412.4,343284.3,0,0,0,0
1440,4,93164.7,47069.2,108448.7,343320.6,0,0,0,0
1441,4,93164.7,47069.2,108478.1,343349.9,0,0,0,0
1442,4,93164.7,47069.2,108513.0,343384.9,0,0,0,0
1443,4,93164.7,47069.2,108542.3,343414.2,0,0,0,0
1444,4,93164.7,47069.2,108573.9,343445.8,0,0,0,0
1445,4,93164.7,47069.2,108608.3,343480.2,0,0,0,0
1446,4,93164.7,47069.2,108643.0,343514.9,0,0,0,0
1447,4,93164.7,47069.2,108674.1,343546.0,0,0,0,0
1448,4,93164.7,47069.2,108712.6,343584.4,0,0,0,0
1449,4,93164.7,47069.2,108744.6,343616.5,0,0,0,0
1450,4,93164.7,47069.2,108780.2,343652.1,0,0,0,0
1451,4,93164.7,47069.2,108813.5,343685.3,0,0,0,0
1452,4,93164.7,47069.2,108847.1,343719.0,0,0,0,0
1453,4,93164.7,47069.2,108884.8,343756.7,0,0,0,0
1454,4,93164.7,47069.2,108923.3,343795.1,0,0,0,0
1455,4,93164.7,47069.2,108957.5,343829.4,0,0,0,0
1456,4,93164.7,47069.2,108987.0,343858.9,0,0,0,0
1457,4,93164.7,47069.2,109019.7,343891.6,0,0,0,0
1458,4,93164.7,47069.2,109058.6,343930.4,0,0,0,0
1459,4,93164.7,47069.2,109092.7,343964.6,0,0,0,0
1460,4,93164.7,47069.2,109125.8,343997.7,0,0,0,0
1461,4,93164.7,47069.2,109151.1,344023.0,0,0,0,0
1462,4,93164.7,47069.2,109187.6,344059.5,0,0,0,0
1463,4,93164.7,47069.2,109223.1,344094.9,0,0,0,0
1464,4,93164.7,47069.2,109260.6,344132.5,0,0,0,0
1465,4,93164.7,47069.2,109288.3,344160.2,0,0,0,0
1466,4,93164.7,47069.2,109320.2,344192.1,0,0,0,0
1467,4,93164.7,47069.2,109351.9,344223.7,0,0,0,0
1468,4,93164.7,47069.2,109382.2,344254.0,0,0,0,0
1469,4,93164.7,47069.2,109417.6,344289.4,0,0,0,0
1470,4,93164.7,47069.2,109447.6,344319.5,0,0,0,0
1471,4,93164.7,47069.2,109481.9,344353.8,0,0,0,0
1472,4,93164.7,47069.2,109515.7,344387.5,0,0,0,0
1473,4,93164.7,47069.2,109548.0,344419.8,0,0,0,0
1474,4,93164.7,47069.2,109584.1,344456.0,0,0,0,0
1475,4,93164.7,47069.2,109614.1,344486.0,0,0,0,0
1476,4,93164.7,47069.2,109648.8,344520.6,0,0,0,0
1477,4,93164.7,47069.2,109683.8,344555.7,0,0,0,0
1478,4,93164.7,47069.2,109722.2,344594.0,0,0,0,0
1479,4,93164.7,47069.2,109753.8,344625.7,0,0,0,0
1480,4,93164.7,47069.2,109791.6,344663.5,0,0,0,0
1481,4,93164.7,47069.2,109827.3,344699.1,0,0,0,0
1482,4,93164.7,47069.2,109855.5,344727.3,0,0,0,0
1483,4,93164.7,47069.2,109893.2,344765.1,0,0,0,0
1484,4,93164.7,47069.2,109933.2,344805.1,0,0,0,0
1485,4,93164.7,47069.2,109963.5,344835.4,0,0,0,0
1486,4,93164.7,47069.2,109992.3,344864.1,0,0,0,0
1487,4,93164.7,47069.2,110021.8,344893.6,0,0,0,0
1488,4,93164.7,47069.2,110052.5,344924.4,0,0,0,0
1489,4,93164.7,47069.2,110088.9,344960.8,0,0,0,0
1490,4,93164.7,47069.2,110119.3,344991.1,0,0,0,0
1491,4,93164.7,47069.2,110154.3,345026.2,0,0,0,0
1492,4,93164.7,47069.2,110184.6,345056.4,0,0,0,0
1493,4,93164.7,47069.2,110222.5,345094.4,0,0,0,0
1494,4,93164.7,47069.2,110260.6,345132.5,0,0,0,0
1495,4,93164.7,47069.2,110299.2,345171.0,0,0,0,0
1496,4,93164.7,47069.2,110332.4,345204.3,0,0,0,0
1497,4,93164.7,47069.2,110366.1,345237.9,0,0,0,0
1498,4,93164.7,47069.2,110400.6,345272.5,0,0,0,0
1499,4,93164.7,47069.2,110434.2,345306.1,0,0,0,0
